hat he plans to hike tariffs on imports of Canadian goods by an extra 10% because of an anti-tariff television ad aired by the province of Ontario.,https://www.pbs.org/newshour/politics/trump-threatens-canada-with-10-tariff-increase-for-not-pulling-down-critical-ad-sooner,PBSpublishedAt,title,description,url,source_name
2025-10-25T23:10:37Z,Trump threatens Canada with 10% tariff increase for not pulling down critical ad sooner,President Donald Trump said on Saturday t
2025-10-25T22:50:52Z,Trump announces additional 10-per-cent tariff on Canada over Ontario ad,U.S. President Donald Trump announced an additional 10 per cent tariff on Canada on Saturday because the Ontario government didn’t immediately pull down an anti-tariff ad it was running in U.S. markets. The tariff will be “over and above what they are paying …,https://financialpost.com/pmn/trump-announces-additional-10-per-cent-tariff-on-canada-over-ontario-ad,Financial Post
2025-10-25T22:24:35Z,U of T creates emergency fund for researchers facing U.S. funding cuts,University of Toronto has created an emergency fund to support its researchers who are facing unexpected losses in funding due to cuts and policy changes at U.S. federal research agencies.,https://www.cbc.ca/news/canada/toronto/university-of-toronto-research-funding-9.6953829,CBC News
2025-10-25T22:21:37Z,"Is Ford’s ad to blame for Trump’s 10-per-cent tariff hike? Please, it’s an excuse","Ford’s message may not be the right one. Saying that protectionism and Trump’s tariff plan is bad is all well and good, but the Americans the ad is talking to no longer believe that",https://www.theglobeandmail.com/business/commentary/article-doug-ford-anti-tariff-advertisement-trump-tariffs-canada/,The Globe And Mail
2025-10-25T22:07:35Z,Trump threatens Canada with 10% extra import tax over anti-tariffs ad,"The ad, which used the words of former President Ronald Reagan to criticize U.S. tariffs, aired during a World Series game.  Trump said that Ontario's premier didn't act quickly enough to pull the ad.",https://www.npr.org/2025/10/25/g-s1-95116/trump-canada-anti-tariffs-ad-import-tax,NPR
2025-10-25T21:54:54Z,Trump hikes tariffs on Canada by another 10% in response to anti-tariff ad,The move comes even though Ontario's leader said the anti-tariff ad would be halted beginning Monday.,https://www.cbsnews.com/news/trump-hiking-tariffs-canada-10-percent-ontario-ad/,CBS News
2025-10-25T21:42:54Z,Trump says he's increasing Canada tariffs by 10% after Reagan ad,U.S. President Donald Trump announced an additional 10% in tariffs on Canada due to an Ontario ad that is critical of the levies. Read more.,https://financialpost.com/news/trump-raise-canada-tariff-10-reagan-ad,Financial Post
2025-10-25T21:42:54Z,Trump Says He’ll Raise Canada Tariff by 10% After Reagan Ad,President Donald Trump said he’s increasing US tariffs on Canada by 10% in response to an anti-tariff advertisement by the province of Ontario that is roiling one of the world’s biggest bilateral trade relationships.,https://financialpost.com/pmn/business-pmn/trump-says-hell-raise-canada-tariff-by-10-after-reagan-ad,Financial Post
2025-10-25T21:18:49Z,Trump says he’s increasing tariffs on Canada by 10% after Ontario’s Reagan ad | CNN Business,"President Donald Trump said Saturday he is increasing the tariff on Canada by 10% over current levels, further escalating trade tensions over what he called a “fake” ad that featured parts of an anti-tariff speech by former President Ronald Reagan in 1987.",https://www.cnn.com/2025/10/25/business/trump-tariffs-canada-reagan,CNN
2025-10-25T21:12:12Z,Trump raises tariffs on Canadian goods in response to Reagan advert,"He had already walked away from trade talks with Canada on Thursday after the commercial, which he called a ""fraud"", initially aired.",https://www.bbc.com/news/articles/cx2ljgrm78zo,BBC News
2025-10-25T20:50:54Z,Trump punishes Canada with 10% extra import tax for not pulling down ad sooner,"President Donald Trump says he plans to hike tariffs on imports of Canadian goods by an extra 10% because of an anti-tariff television ad aired by the province of Ontario. The ad used the words of former President Ronald Reagan to criticize U.S. tariffs, ange…",https://apnews.com/article/trump-canada-tariffs-3cbc1cbf9ed53a10b442fd55dae1e0a3,Associated Press
2025-10-25T20:49:55Z,Trump says he's hiking 'tariff on Canada' by 10% over Ontario government ad,"U.S. President Donald Trump has announced on social media he will be increasing “the Tariff on Canada” by 10 per cent “over and above what they are paying now"" because of an advertisement by the Ontario government.",https://www.cbc.ca/news/politics/trump-says-he-s-hiking-tariff-on-canada-by-10-over-ontario-government-ad-9.6953786,CBC News
2025-10-25T20:27:33Z,How a one-minute ad threw Canada-U.S. trade talks into turmoil,"Donald Trump took issue with the ad, expressing concern that it twisted Reagan’s legacy and undermined his own tariff policies",https://nationalpost.com/news/canada/how-a-one-minute-ad-threw-canada-u-s-trade-talks-into-turmoil,National Post
2025-10-25T20:17:36Z,US-China trade tensions appear to cool before upcoming Trump-Xi meeting,U.S.-China trade tensions appear to have cooled before an upcoming meeting between President Donald Trump and Chinese leader Xi Jinping. Each side is saying that a deal is nearing between the world’s two largest economies. Any agreement would be a relief to i…,https://apnews.com/article/donald-trump-asia-malaysia-china-japan-55a147dce68e6d8fa70c2b858249c7ec,Associated Press
2025-10-25T15:26:51Z,Trump’s Attack on Ontario’s Reagan Ad Helped Amplify Its Reach,"In the global portfolio of political ads that changed history, a handful stand out.",https://financialpost.com/pmn/business-pmn/trumps-attack-on-ontarios-reagan-ad-helped-amplify-its-reach,Financial Post
2025-10-25T11:48:50Z,Charting the Global Economy: Tame US CPI Supports More Fed Rate Cuts,"A delayed snapshot of US inflation in September came in softer than expected, potentially offering a path for the Federal Reserve to cut interest rates beyond next week’s meeting.",https://financialpost.com/pmn/business-pmn/charting-the-global-economy-tame-us-cpi-supports-more-fed-rate-cuts,Financial Post
2025-10-25T11:38:34Z,"With his ‘despicable’ RCMP rant, Pierre Poilievre is cementing his Daffy Duck status","The next test of the Bugs-Daffy dichotomy in Canada will be whether Carney can outwit Poilievre to pass his budget and remain in power. Heading up a minority government, he’ll need every tool at his disposal — maybe even the giant mallet — to rally enough vot…",https://www.nationalobserver.com/2025/10/25/opinion/pierre-poilievre-mark-carney-rcmp,National Observer
2025-10-25T11:38:31Z,Has business tuned out Trump’s temper tantrums?,"MONTREAL — Like exhausted parents, Canada’s business community seems to be increasingly tuning out the temper tantrums coming from downstairs. On Thursday, U.S. President Donald Trump announced he was halting trade talks with Canada over an anti-tariff ad cam…",https://financialpost.com/pmn/has-business-tuned-out-trumps-temper-tantrums-2,Financial Post
2025-10-25T10:00:25Z,"A bad week for Conservatives dredges up doubts, worries about Poilievre's future as leader","With Mark Carney more than willing to take Conservative ideas, what's left, one source said, becomes a test of leadership.",https://nationalpost.com/news/canada/a-bad-week-for-conservatives-dredges-up-doubts-worries-about-poilievres-future-as-leader,National Post
2025-10-25T08:01:23Z,Has business tuned out Trump’s temper tantrums?,"MONTREAL — Like exhausted parents, Canada’s business community seems to be increasingly tuning out the temper tantrums coming from downstairs. On Thursday, U.S. President Donald Trump announced he was halting trade talks with Canada over an anti-tariff ad cam…",https://financialpost.com/pmn/has-business-tuned-out-trumps-temper-tantrums,Financial Post
2025-10-25T08:00:00Z,Shadow of Trump's trade war follows Carney to Malaysia,The prime minister is due to arrive in Malaysia for the summit of southeast Asian nations — looking to advance free trade talks there after the recent scuttling of negotiations with the United States.,https://www.cbc.ca/news/politics/trade-canada-trump-carney-asia-9.6953292,CBC News
2025-10-25T07:01:19Z,"Trump, tariffs and the World Series: How a TV ad upended trade talks between U.S., Canada",The latest trade tiff between the U.S. and Canada comes as the two countries face off in a different arena: the World Series.,https://www.usatoday.com/story/news/politics/2025/10/25/trump-tariff-canada-trade-world-series-ad/86878136007/,USA Today
2025-10-25T04:48:32Z,"Ontario will pull ads that triggered Trump in order to restart trade talks, Ford says","OTTAWA — Ontario is hitting pause on its short-lived anti-tariff television ad campaign in the United States on Monday so that Canada-U.S. trade talks can resume, Ontario Premier Doug Ford said Friday. Ford said he decided to pull the plug on the campaign aft…",https://financialpost.com/pmn/ontario-will-pull-ads-that-triggered-trump-in-order-to-restart-trade-talks-ford-says-3,Financial Post
2025-10-25T04:00:00Z,"As a leader in finance, Mark Carney said climate action was critical. Where is that urgency now?","Mark Carney spent a decade as one of the most credible voices on climate action and the economy. Now as prime minister, he is scrapping emissions reductions policies, backing LNG projects and talking pipelines. As Canadians wait for details of his coming ‘cli…",https://www.cbc.ca/news/politics/carneyclimatecred-9.6950761,CBC News
2025-10-24T23:48:14Z,Ford pulls US ad campaign after Trump halts trade talks,"With emotions running high over Canada’s trade standoff with the US, Ontario Premier Doug Ford’s attempt to take his anti-tariff message directly to Americans appears to have backfired.",https://www.nationalobserver.com/2025/10/24/news/ford-us-ad-campaign-trump-trade-tariffs,National Observer
2025-10-24T22:18:59Z,Ontario to stop running anti-tariff advert that angered Trump,"The advertisement will be paused from Monday so ""trade talks can resume"" with the US, Doug Ford says.",https://www.bbc.com/news/articles/czr18g3j4j7o?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,BBC News
2025-10-24T22:13:45Z,"Ontario will pull ads that triggered Trump in order to restart trade talks, Ford says","OTTAWA — Ontario is hitting pause on its short-lived anti-tariff television ad campaign in the United States on Monday so that Canada-U.S. trade talks can resume, Ontario Premier Doug Ford said Friday. Ford said he decided to pull the plug on the campaign aft…",https://financialpost.com/pmn/ontario-will-pull-ads-that-triggered-trump-in-order-to-restart-trade-talks-ford-says-2,Financial Post
2025-10-24T22:04:14Z,Michael Kovrig warns of China’s ‘diplomatic wrapping paper’ as Carney pursues deeper ties,"As Prime Minister Mark Carney aims to meet with Chinese President Xi Jinping amid a U.S. trade war, a former Canadian diplomat who spent more than a thousand days imprisoned in China is warning Ottawa to remember the threat China poses to Canada.",https://www.cbc.ca/news/politics/michael-kovrig-diplomat-china-carney-trade-9.6952748,CBC News
2025-10-24T21:45:08Z,Canada Launches Anti-Dumping Probe of Chinese Truck Body Imports,Canada is launching an anti-dumping investigation into truck body imports from China just as Prime Minister Mark Carney is trying to ease trade tensions with the east Asian country.,https://financialpost.com/pmn/business-pmn/canada-launches-anti-dumping-probe-of-chinese-truck-body-imports,Financial Post
2025-10-24T21:38:03Z,"Ontario will pull ads that triggered Trump in order to restart trade talks, Ford says","OTTAWA — Ontario will pause its anti-tariff television ad campaign in the United States on Monday so that Canada-U.S. trade talks can resume, Ontario Premier Doug Ford said Friday. Ford said he decided to pull the plug on the campaign only after speaking with…",https://financialpost.com/pmn/ontario-will-pull-ads-that-triggered-trump-in-order-to-restart-trade-talks-ford-says,Financial Post
2025-10-24T20:44:37Z,Trump's latest outburst is another reminder of how much has changed,"""I think we all cling to a model of behaviour of a president, out of comfort,"" Flavio Volpe, president of Automotive Parts Manufacturers' Association, said on Friday morning, ""and I don't know what good it does us now.""",https://www.cbc.ca/news/politics/trump-ford-ad-tariffs-carney-analysis-9.6952538,CBC News
2025-10-24T20:10:38Z,Blue Jays Anti-Tariff Ad Gets World Series Update After Trump Threat,Recent Toronto Blue Jays broadcasts have featured a political ad that caught the attention of President Trump.,https://www.forbes.com/sites/peterchawaga/2025/10/24/blue-jays-anti-tariff-ad-gets-world-series-update-after-trump-threat/,Forbes
2025-10-24T20:06:17Z,Ontario premier says he’ll pull ad that upset Trump so U.S.-Canada trade talks can resume,The leader of Canada’s most populous province said Friday he’ll pull the anti-tariff ad that prompted U.S. President Donald Trump to end trade talks with Canada.,https://www.pbs.org/newshour/world/ontario-premier-says-hell-pull-ad-that-upset-trump-so-u-s-canada-trade-talks-can-resume,PBS
